title,price,location,time,status,category,seller_nickname,image_count,chat_count,interest_count,view_count,manner_temperature,description,url
폴로 케이블 반집업 니트 M,"130,000원",대전 서구 둔산동,7시간 전,판매중,남성패션/잡화,글안읽는간잽이차단,8,0,5,34,44.7°C,"폴로 케이블 반집업 니트 블랙/M사이즈{100~105) 폴로 니트 특성상 한사이즈 오버하게 나와 105사이즈 까지 가능합니다 QR 찍으면 정품 확인 가능하여 마지막 사진에 첨부해뒀습니다 부드러운 면 혼방 소재로 제작되어 이쁘고 고급스럽습니다 상태 좋습니다 네고 교신 차단 동구청 직거래/ 택배,퀵 구매자 비용 부담시 가능",https://www.daangn.com/kr/buy-sell/%ED%8F%B4%EB%A1%9C-%EC%BC%80%EC%9D%B4%EB%B8%94-%EB%B0%98%EC%A7%91%EC%97%85-%EB%8B%88%ED%8A%B8-m-d5mhh8p3xngr/
루비암스튜디오 브라운 자켓 46,"100,000원",충남 당진시 원당동,끌올 7시간 전,판매중,남성패션/잡화,재키왐,6,3,5,313,53.7°C,루비암 스튜디오 블레이저 자켓 브라운컬러 EU 46사이즈로 국내 97-100 사이즈 팔이 긴 편임에도 소매가 너무 길어서 청담 비스포큰에서 61~62 정도로 수선했습니다. 원단 굉장히 탄탄하여 오래입을 수 있습니다.,https://www.daangn.com/kr/buy-sell/%EB%A3%A8%EB%B9%84%EC%95%94%EC%8A%A4%ED%8A%9C%EB%94%94%EC%98%A4-%EB%B8%8C%EB%9D%BC%EC%9A%B4-%EC%9E%90%EC%BC%93-46-8heqtgficntb/
후지필름 XF 16-50mm 렌즈,"570,000원",대전 서구 둔산동,끌올 7시간 전,판매중,디지털기기,노안스나이퍼,8,0,7,68,37.5°C,후지필름 XF 16-50mm 렌즈 판매합니다 - 16-50mm 초점 거리를 지원하여 다양한 촬영 환경에 적합합니다 - F2.8-4.8의 밝은 조리개로 얕은 심도 표현이 가능합니다 - 58mm 필터 구경을 가지고 있습니다 ’25.12.28 신품 구매한 신동급 렌즈입니다.  바디에 한번 물려서 20컷 찍은게 다입니다. 사용감 없고 상태 매우 양호합니다.  벌크 제품이라 박스는 없습니다.  보증 등록은 아직 안했으며 직접 등록하시면 됩니다.,https://www.daangn.com/kr/buy-sell/%ED%9B%84%EC%A7%80%ED%95%84%EB%A6%84-xf-16-50mm-%EB%A0%8C%EC%A6%88-mkq3igvqh986/
스톤아일랜드 그레이 맨투맨 L 정품,"140,000원",대전 유성구 원신흥동,끌올 7시간 전,판매중,남성패션/잡화,주니와니,10,1,6,39,51.4°C,"스톤아일랜드 그레이 와펜 맨투맨 L사이즈입니다 정품 인증 완료된 상품이에요 면 100% 소재로 착용감이 매우 편안하며, 스톤아일랜드의 시그니처 와펜 로고가 팔 부분에 포인트로 들어가 있습니다 전체적으로 깨끗하고 좋은 상태를 유지하고 있습니다",https://www.daangn.com/kr/buy-sell/%EC%8A%A4%ED%86%A4%EC%95%84%EC%9D%BC%EB%9E%9C%EB%93%9C-%EA%B7%B8%EB%A0%88%EC%9D%B4-%EB%A7%A8%ED%88%AC%EB%A7%A8-l-%EC%A0%95%ED%92%88-3g2nfpinrqii/
말본 골프 반팔 패딩 자켓 베이지 XL(100~105),"180,000원",대전 동구 가오동,끌올 8시간 전,판매중,남성패션/잡화,고굽남,13,0,5,412,80.7°C,"말본 골프 반팔 패딩 자켓 베이지 XL 사이즈입니다 모델명은 MF121PDJ04이며, 겉감은 나일론 100%, 안감은 폴리에스터 100%로 되어있어요 충전재는 구스다운입니다~~스윙패딩은 반팔이 편합니다 고가제품백화점구매상품 입니다 전체적으로 상태좋으나 목쪽에 살짝데미지있습니다 입었을때는보이지않습니다 8번9번 사진확인해주세요 다용도로 쓰임새가 좋은옷입니다 당분간사정상택배거래또는 비대면거래만합니다 택배비포함해서 올립니다~~",https://www.daangn.com/kr/buy-sell/%EB%A7%90%EB%B3%B8-%EA%B3%A8%ED%94%84-%EB%B0%98%ED%8C%94-%ED%8C%A8%EB%94%A9-%EC%9E%90%EC%BC%93-%EB%B2%A0%EC%9D%B4%EC%A7%80-xl-100-105-tpzcwd7v48g2/
●투미 알파 브라보 말레이 3way 백팩&숄더백&브리프케이스,"480,000원",대전 서구 둔산동,8시간 전,판매중,남성패션/잡화,두롱이,14,0,1,17,44.7°C,"참고하세요 https://ca.tumi.com/en/p/murray-three-way-brief-01492821599/ ​직거래: 대전 지역 가능  ​택배: 타지역은 당근페이 안전거래로 택배 발송해 드립니다. 이제 가격 변경 없습니다 다른가방도 있어요 ""남들과 겹치는 흔한 모델이 아닙니다. 국내에서 보기 힘든 유니크한 '말레이' 모델입니다."" 현재 중고 장터 매물 중 가장 깨끗하다고 자부합니다. 국내 편집샵이나 해외 직구로만 구할 수 있는 희귀 모델로, 상태 좋은 유니크한 투미 백팩을 찾으시는 분께는 다시없을 기회입니다. 📏 제품 스펙 (Specification) ✅ 모델명: TUMI Alpha Bravo Malay 3way Brief ✅ 사이즈: W 40.5 × H 30 × D 14.5 cm (확장 시 약 18.5 cm) ✅ 소재: FXT 방탄 나일론 (Ballistic Nylon) + 고급 소가죽 트리밍 ✨ 핵심 관리 상태 (Condition) ""사용감이 거의 느껴지지 않는 최상급 컨디션입니다."" ✅ 외부: 투미 특유의 방탄 나일론 원단이 까짐이나 긁힘 없이 완벽하게 유지되어 있습니다. ✅ 로고 플레이트 (중요): 투미 가방의 얼굴인 전면 로고에 스크래치가 전혀 없이 아주 깔끔합니다. (이 부분 깨끗한 매물 찾기 힘듭니다.) ✅ 하드웨어: 백팩 끈 연결 고리, 숄더 스트랩 고리 등 주요 금속 장식에 사용감이 거의 느껴지지 않을 만큼 깨끗합니다. ✅ 내부: 오염, 냄새 배임 전혀 없이 아주 쾌적하게 관리되었습니다. 🏆 이 가방이 필요한 이유 (Features) ✅ 완벽한 3-Way 트랜스포머: 출근길: 백팩으로 편하게 (스트랩 숨김 가능) 미팅 시: 브리프케이스로 단정하게 (핸들 사용) 이동 시: 숄더백으로 활동적이게 (스트랩 연결) ✅ 확장 기능 (Expandable): 지퍼 하나만 열면 폭이 약 4cm 늘어납니다. 짐이 늘어나는 출장이나 여행 시 당황할 일이 없습니다. ✅ 압도적 내구성: 칼로도 잘 찢어지지 않는다는 'FXT 방탄 나일론' 소재로, 거친 비즈니스 환경에서도 가방을 모시고 다닐 필요가 없습니다. 🗃 수납력 (Storage) 메인: 노트북(PC) 및 태블릿 전용 보호 공간 완비 외부: 자주 쓰는 물건을 위한 지퍼 포켓 2개 내부: 펜 홀더(2), 카드 포켓(2), 소품 포켓(5) 등 완벽한 오거나이저 시스템",https://www.daangn.com/kr/buy-sell/%ED%88%AC%EB%AF%B8-%EC%95%8C%ED%8C%8C-%EB%B8%8C%EB%9D%BC%EB%B3%B4-%EB%A7%90%EB%A0%88%EC%9D%B4-3way-%EB%B0%B1%ED%8C%A9-%EC%88%84%EB%8D%94%EB%B0%B1-%EB%B8%8C%EB%A6%AC%ED%94%84%EC%BC%80%EC%9D%B4%EC%8A%A4-d8scnryweyvt/
크림판 정품 아크테릭스 아톰 후디 L,"550,000원",대전 서구 둔산동,끌올 8시간 전,판매중,남성패션/잡화,글안읽는간잽이차단,10,1,8,764,44.7°C,"크림판 정품 아크테릭스 아톰 후디입니다 크림에서 구매하여 구매내역 보유합니다 블랙/L사이즈(100~105) 경량패딩이라고 생각하시면 됩니다 바람 진짜 잘막아지고 따뜻해서 요즘 날씨에 딱입니다 아크테릭스 시조새 로고와 아크테릭스 자수 박힌 모델입니다 이 모델은 중고로도 별로 없고 황금사이즈 L사이즈라 구하기 힘듭니다  큰하자 없이 사용감만 있고 상태 좋아요  네고 교신 차단   동구청 직거래/ 택배 , 퀵 구매자 비용 부담시 가능",https://www.daangn.com/kr/buy-sell/%ED%81%AC%EB%A6%BC%ED%8C%90-%EC%A0%95%ED%92%88-%EC%95%84%ED%81%AC%ED%85%8C%EB%A6%AD%EC%8A%A4-%EC%95%84%ED%86%B0-%ED%9B%84%EB%94%94-l-63pyg4sij9q7/
톰브라운 암밴드 밀라노스티치 후드집업,"970,000원",대전 서구 둔산동,끌올 8시간 전,판매중,남성패션/잡화,글안읽는간잽이차단,14,3,9,270,44.7°C,"기존의 후드집업이 아닌 밀라노스티치 소재로  훨씬 두툼하고 니트 재질의 후드집업입니다 톰브라운 후드집업 1대장입니다 발매가 260만원입니다 현재 중고 매물도 얼마 없는 희귀 아이템입니다 지퍼가 금장이라 고급스럽습니다 네이비/3사이즈(100~105) 크림에서 구매한 정품으로 상태 최상입니다 구매내역은 마지막 사진에 첨부해뒀습니다 네고 교신 차단 동구청 직거래/ 택배 , 퀵 구매자 비용 부담시 가능",https://www.daangn.com/kr/buy-sell/%ED%86%B0%EB%B8%8C%EB%9D%BC%EC%9A%B4-%EC%95%94%EB%B0%B4%EB%93%9C-%EB%B0%80%EB%9D%BC%EB%85%B8%EC%8A%A4%ED%8B%B0%EC%B9%98-%ED%9B%84%EB%93%9C%EC%A7%91%EC%97%85-auyyxhr4n53b/
몽클레어 주니치 바람막이 3사이즈,"850,000원",대전 서구 둔산동,끌올 8시간 전,판매중,남성패션/잡화,글안읽는간잽이차단,11,0,1,96,44.7°C,"영등포 타임스퀘어에서 구매했습니다 이제는 나오지도 않는 희귀한 단종된 모델인 몽클레어 주니치 바람막이 입니다 블랙/3사이즈(100~105) 블랙와펜과 지퍼 안쪽 라인에 몽클레어 글씨가 적힌 진짜 이쁜 모델입니다  블랙와펜이 아쉽지가 않을 정도로 이쁩니다 쿨거래 상식선 네고 가능합니다 교신 ,고민충 차단합니다 동구청 직거래/ 택배 , 퀵 구매자 비용 부담시 가능",https://www.daangn.com/kr/buy-sell/%EB%AA%BD%ED%81%B4%EB%A0%88%EC%96%B4-%EC%A3%BC%EB%8B%88%EC%B9%98-%EB%B0%94%EB%9E%8C%EB%A7%89%EC%9D%B4-3%EC%82%AC%EC%9D%B4%EC%A6%88-u4abhxm292h1/
아미 인타르시아 빅하트 니트 M,"350,000원",대전 서구 둔산동,끌올 8시간 전,판매중,남성패션/잡화,글안읽는간잽이차단,11,0,2,78,44.7°C,"아미 인타르시아 빅하트 니트입니다  구성품은 구매택, 비닐봉지 보유합니다 블랙 하트에 그레이 조합이 진짜 이쁩니다 인타르시아 니트 특성상 오버 사이즈기 때문에 M사이즈(105) 나옵니다 상태 좋습니다 네고 교신 차단합니다 동구청 직거래/ 택배 퀵 구매자 비용 부담시 가능",https://www.daangn.com/kr/buy-sell/%EC%95%84%EB%AF%B8-%EC%9D%B8%ED%83%80%EB%A5%B4%EC%8B%9C%EC%95%84-%EB%B9%85%ED%95%98%ED%8A%B8-%EB%8B%88%ED%8A%B8-m-6a24j2z8xfc9/
Dell XPS 15 9570 i7 GTX1050Ti 4k 터치 노트북,"470,000원",대전 서구 둔산동,끌올 8시간 전,판매중,디지털기기,곤지앉아,13,2,21,319,48.0°C,"Dell XPS 15 9570 모델입니다 - Intel Core i7-8750H CPU 6코어 12쓰레드 - 16GB RAM (업그레이드 가능) - 512GB ssd 저장 공간 (업그레이드 가능) - NVIDIA GeForce GTX 1050 Ti with Max-Q Design - 3840x2160 4k 해상도 터치가능 15인치크기 얇고 가벼운 디자인으로 휴대성이 좋습니다 예전 고성능 노트북으로 아직도 고성능 작업에 적합한 모델입니다. 고성능 노트북이다 보니, 간간히 팬소음 있습니다. 배터리는 3시간 정도 갑니다. 사진에서 보이는 것과 같이 윗판에 약간의 스크래치가 있습니다.다른 곳들은 괜찮습니다. 화면 펜입력 오류가 있어서, 마우스 커서가 간혹 한 지점으로 이동됩니다. 화면 펜입력 드라이버 사용을 안함으로 하면 이상 없이 사용 가능합니다. 손 터치입력에는 문제 없습니다. 본래 충전기는 없어서 썬더볼트 포트에 PD충전기 연결하여 충전하시면 됩니다. 호환 충전기는 같이 드립니다. 네고에는 답변 안드립니다.  직거래만 가능합니다.",https://www.daangn.com/kr/buy-sell/dell-xps-15-9570-i7-gtx1050ti-4k-%ED%84%B0%EC%B9%98-%EB%85%B8%ED%8A%B8%EB%B6%81-ib7622s6a2an/
갤럭시 s25 256기가 실버쉐도우 자급제 《미개봉 새제품》 팝니다,"910,000원",경기 성남시 분당구 삼평동,8시간 전,판매중,디지털기기,프로틴,5,1,8,78,36.5°C,빠른 직거래 가능하신분 연락주세요  가격제안 X,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-s25-256%EA%B8%B0%EA%B0%80-%EC%8B%A4%EB%B2%84%EC%89%90%EB%8F%84%EC%9A%B0-%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%83%88%EC%A0%9C%ED%92%88-%ED%8C%9D%EB%8B%88%EB%8B%A4-27kqofq524nb/
[미개봉] 아이패드 프로m4 13인치 256기가 와이파이 실버 새제품 팝니다,"1,550,000원",서울시 강서구 화곡동,끌올 8시간 전,판매중,디지털기기,오리온,5,0,12,102,36.4°C,애플코리아 정품이며 씰 안뜯었습니다 가격네고는 안받으며 구매하실분만 연락주세요,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8C%A8%EB%93%9C-%ED%94%84%EB%A1%9Cm4-13%EC%9D%B8%EC%B9%98-256%EA%B8%B0%EA%B0%80-%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4-%EC%8B%A4%EB%B2%84-%EC%83%88%EC%A0%9C%ED%92%88-%ED%8C%9D%EB%8B%88%EB%8B%A4-t3sprq4hq3sn/
나이키 에어 조던 1 미드 레이서 블루 250,"75,000원",대전 서구 둔산동,끌올 8시간 전,판매중,남성패션/잡화,watt,10,0,0,31,89.9°C,나이키 에어 조던 1 미드 레이서 블루 250mm 입니다 밑창에 NIKE 로고가 선명하게 보입니다 - 훌륭한 접지력과 지지력을 제공합니다 - 갑피는 내구성이 좋은 가죽으로 제작되었습니다 - 실착횟수 3회 미만입니다,https://www.daangn.com/kr/buy-sell/%EB%82%98%EC%9D%B4%ED%82%A4-%EC%97%90%EC%96%B4-%EC%A1%B0%EB%8D%98-1-%EB%AF%B8%EB%93%9C-%EB%A0%88%EC%9D%B4%EC%84%9C-%EB%B8%94%EB%A3%A8-250-u2wrnay4ofyz/
⭕️요시다 포터 리프트 슬링 숄더백,"180,000원",대전 서구 둔산동,9시간 전,판매중,남성패션/잡화,두롱이,14,0,0,9,44.7°C,"참고 https://m.ssg.com/item/itemView.ssg?itemId=1000570874650 ​직거래: 대전 지역 가능  ​택배: 타지역은 당근페이 안전거래로 택배 발송해 드립니다. 이제 가격변경  없습니다 📏 제품 스펙 (Specification) ✅ 모델명: PORTER LIFT SLING BAG ✅ 사이즈: W 180 × H 300 × D 60 (mm) ✅ 무게: 약 460g (여행용으로 최적화된 가벼움) ✨ 핵심 관리 상태 (Condition) ""사진 보정 없이 있는 그대로 촬영했습니다. 전체적으로 매우 깨끗합니다."" ✅ 원단 (광택 살아있음): 리프트 라인의 핵심인 '초고밀도 나일론' 원단 상태가 최상입니다. 헤짐, 찢어짐, 마모 없이 매끈한 질감을 유지하고 있습니다. ✅ 청결도: 내외부 모두 이염이나 얼룩 없이 아주 깔끔합니다. 포터 로고 패치도 훼손 없이 선명하게 붙어 있습니다. ✅ 하드웨어 (솔직설명): 스트랩 연결 고리 부분에 금속 마찰로 인한 자연스러운 사용감이 살짝 있으나, 기능상 전혀 문제되지 않으며 실착 시 눈에 띄지 않습니다. 이 점을 제외하면 상태 아주 훌륭합니다. 🏆 이 가방이 필요한 이유 (Features) ✅ 고급스러운 소재감: 일반 나일론이 아닙니다. 초고밀도 나일론 태피터 소재를 사용하여 빛을 받으면 은은하게 도는 광택이 정말 예술입니다. ✅ 양방향 착용 (4개의 D링): 좌우 하단 양쪽에 D링이 있어, 왼손잡이/오른손잡이 상관없이 편한 방향으로 스트랩을 연결해 멜 수 있습니다. ✅ 시크릿 포켓: 가방 뒷면 양쪽에서 열 수 있는 지퍼 포켓이 있습니다. 해외여행 시 여권이나 스마트폰을 몸 쪽에 안전하게 보관하기 딱 좋습니다. ✅ 쾌적한 착용감: 등판이 메쉬 소재로 되어 있어, 여름철이나 장시간 착용해도 땀이 덜 차고 쾌적합니다. 💡 판매자 코멘트 요즘 유행하는 오버핏이나 고프코어 스타일에도 찰떡이고, 여행 가서 보조 가방으로 쓰기에도 최고입니다. 상태 좋고 세련된 포터 슬링백을 찾으시는 분께 적극 추천합니다.",https://www.daangn.com/kr/buy-sell/%EC%9A%94%EC%8B%9C%EB%8B%A4-%ED%8F%AC%ED%84%B0-%EB%A6%AC%ED%94%84%ED%8A%B8-%EC%8A%AC%EB%A7%81-%EC%88%84%EB%8D%94%EB%B0%B1-3ut859xo3jb7/
13.3인치 안드로이드 리어모니터(8코어.램4기가.하드64기가) 새제품 팝니다.,"150,000원",대전 서구 월평동,끌올 9시간 전,판매중,디지털기기,하늘요롱이,13,2,10,561,70.2°C,리어모니터 잘 모르시는분들이  많아 제차  헤드레스트에 부착후 사진  찍었구요. 박스만 버린 새제품입니다. 비닐도 그대로입니다. 알리서도 이 사양 최저 30만원  이상이고  국내선 50 가까운 금액입니다. 직거래는 대전시 중구 계백로 1615번길 34  115동,https://www.daangn.com/kr/buy-sell/13-3%EC%9D%B8%EC%B9%98-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-%EB%A6%AC%EC%96%B4%EB%AA%A8%EB%8B%88%ED%84%B0-8%EC%BD%94%EC%96%B4-%EB%9E%A84%EA%B8%B0%EA%B0%80-%ED%95%98%EB%93%9C64%EA%B8%B0%EA%B0%80-%EC%83%88%EC%A0%9C%ED%92%88-%ED%8C%9D%EB%8B%88%EB%8B%A4-gvt8qbuu632w/
⭕️Made in Japan] 샘소나이트 클래식 정장 코트 가먼트백 - 네임택은 비닐도 안 뜯은 새것,"180,000원",대전 서구 둔산동,9시간 전,판매중,남성패션/잡화,두롱이,13,0,0,11,44.7°C,"​직거래: 대전 지역 가능  ​택배: 타지역은 당근페이 안전거래로 택배 발송해 드립니다. 다른가방도 있어요 소중한 정장, 구겨서 가져가시나요? 품격과 스타일을 동시에 챙기는 '일제' 샘소나이트입니다."" 국내에서는 구할 수 없는 Made in Japan 라인입니다. 네이비 바디와 브라운 가죽의 조화가 굉장히 고급스러워, 비즈니스맨은 물론 빈티지/시티보이 룩을 즐기시는 분들께도 강력 추천하는 유니크 아이템입니다. 📏 제품 스펙 (Specification) ✅ 브랜드: Samsonite (Made in Japan) ✅ 사이즈: 접었을 때: 가로 54cm × 세로 44cm (휴대성 Good) 펼쳤을 때: 길이 약 105~110cm (코트/정장 완벽 수납) ✅ 소재: 고밀도 나일론 + 천연 소가죽 트리밍 (Brown) ✨ 핵심 관리 상태 (Condition) ""네임택 비닐조차 뜯지 않은, 소장용급 컨디션입니다."" ✅ 네임택 상태 주목: 전면 네임택의 뒤쪽 비닐 포장을 뜯지도 않고 보관했습니다. 그만큼 아껴서 관리한 제품입니다. ✅ 전체 컨디션: 헤짐, 찢어짐, 내부 오염 전혀 없는 아주 깨끗한 A급입니다. 전면 금속 로고와 내부 정품 라벨도 아주 선명합니다. ✅ 마감 상태: 저가형과 다릅니다. 황동색 메탈 지퍼와 가죽 핸들, 스티치(바느질) 하나하나가 튼튼하게 살아있습니다. 🏆 이 가방이 필요한 이유 (Features) ✅ 완벽한 수트 케어: 수트(정장)를 구김 없이 그대로 펼쳐서 보관/이동할 수 있습니다. 중요한 출장이나 결혼식 참석 시 필수템입니다. ✅ 클래식 디자인: 촌스러운 검정 가방이 아닙니다. 네이비 컬러에 브라운 가죽 포인트가 들어가 있어, 들고만 있어도 '멋을 아는 사람'처럼 보입니다. (빈티지 워크웨어 룩에도 찰떡입니다.) ✅ 놀라운 수납력: 외부: 전면 포켓 2개 (서류, 소지품) 내부: 넥타이/셔츠용 포켓 2개 + 메인 수트 공간 확장 기능: 측면 지퍼를 열면 폭이 늘어나 짐이 많아져도 OK. 💡 판매자 코멘트 국내 매장에서는 볼 수 없는 희귀 모델입니다. 옷을 사랑해서 구김 가는 걸 싫어하시는 분, 혹은 남들과 다른 클래식한 가방을 찾으시는 분께 이보다 좋은 선택지는 없을 겁니다. 상태 자부합니다.",https://www.daangn.com/kr/buy-sell/made-in-japan-%EC%83%98%EC%86%8C%EB%82%98%EC%9D%B4%ED%8A%B8-%ED%81%B4%EB%9E%98%EC%8B%9D-%EC%A0%95%EC%9E%A5-%EC%BD%94%ED%8A%B8-%EA%B0%80%EB%A8%BC%ED%8A%B8%EB%B0%B1-%EB%84%A4%EC%9E%84%ED%83%9D%EC%9D%80-%EB%B9%84%EB%8B%90%EB%8F%84-%EC%95%88-%EB%9C%AF%EC%9D%80-%EC%83%88%EA%B2%83-xxheptgwi33f/
